chr,start,end,Unnamed: 0,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
1,9610559,9610810,362.0,6.0,4.0,16.0,13.0,1.0,4.0,15.0,17.0,11.0,7.0,17.0,31.0,21.0,22.0,19.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1,9627067,9627309,363.0,4.0,2.0,17.0,8.0,1.0,5.0,12.0,7.0,13.0,7.0,44.0,38.0,13.0,11.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1,9651674,9652943,364.0,31.0,17.0,87.0,29.0,16.0,51.0,75.0,59.0,69.0,51.0,198.0,178.0,48.0,82.0,137.0,140.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0
1,9689237,9690170,365.0,7.0,11.0,38.0,20.0,6.0,27.0,54.0,60.0,32.0,46.0,128.0,121.0,31.0,63.0,108.0,180.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,9715650,9715939,366.0,10.0,5.0,18.0,13.0,1.0,7.0,25.0,16.0,18.0,16.0,17.0,34.0,17.0,21.0,26.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9730234,9730646,367.0,9.0,8.0,29.0,20.0,5.0,8.0,31.0,30.0,31.0,22.0,57.0,38.0,21.0,36.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
1,9731100,9731428,368.0,11.0,16.0,17.0,17.0,4.0,4.0,27.0,26.0,26.0,20.0,33.0,23.0,20.0,21.0,26.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0
1,9762518,9762759,369.0,5.0,1.0,2.0,18.0,1.0,9.0,23.0,21.0,4.0,12.0,23.0,27.0,16.0,32.0,19.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1,9822953,9824609,370.0,44.0,24.0,110.0,78.0,18.0,22.0,58.0,88.0,101.0,48.0,232.0,217.0,93.0,92.0,199.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1,9909787,9910631,371.0,14.0,7.0,60.0,22.0,5.0,6.0,38.0,24.0,47.0,29.0,184.0,139.0,37.0,31.0,118.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9943107,9943527,372.0,18.0,7.0,22.0,27.0,9.0,10.0,20.0,19.0,22.0,16.0,48.0,42.0,25.0,25.0,39.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
1,9997209,9998050,373.0,7.0,8.0,40.0,30.0,7.0,15.0,34.0,61.0,33.0,45.0,102.0,103.0,38.0,49.0,108.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,10032474,10033346,374.0,25.0,17.0,64.0,37.0,20.0,35.0,38.0,47.0,55.0,36.0,118.0,95.0,43.0,52.0,85.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0
1,10209957,10211248,375.0,10.0,21.0,58.0,31.0,10.0,39.0,74.0,82.0,52.0,64.0,180.0,183.0,48.0,81.0,168.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1,10326125,10326332,376.0,2.0,12.0,13.0,16.0,1.0,14.0,17.0,10.0,27.0,5.0,16.0,15.0,13.0,11.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
1,10398491,10399940,377.0,35.0,28.0,82.0,50.0,17.0,53.0,105.0,96.0,82.0,75.0,186.0,176.0,61.0,115.0,147.0,140.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,5.0,0.0
1,10430143,10431015,378.0,21.0,16.0,49.0,39.0,13.0,32.0,54.0,45.0,49.0,43.0,121.0,110.0,42.0,53.0,100.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10472120,10472743,379.0,24.0,18.0,39.0,30.0,20.0,34.0,26.0,52.0,32.0,36.0,41.0,55.0,35.0,44.0,59.0,77.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
1,10474861,10475115,380.0,6.0,3.0,28.0,8.0,6.0,4.0,12.0,11.0,23.0,10.0,42.0,28.0,10.0,16.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10638242,10640041,381.0,28.0,17.0,121.0,45.0,13.0,39.0,108.0,119.0,89.0,104.0,219.0,252.0,81.0,119.0,217.0,227.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,8.0,2.0
1,10647753,10648083,382.0,6.0,6.0,29.0,15.0,2.0,9.0,22.0,16.0,34.0,14.0,71.0,27.0,14.0,20.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10653781,10654146,383.0,8.0,5.0,33.0,10.0,7.0,13.0,34.0,19.0,21.0,27.0,41.0,48.0,20.0,28.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0
1,10654344,10654651,384.0,8.0,4.0,19.0,15.0,6.0,13.0,26.0,25.0,14.0,28.0,29.0,24.0,18.0,25.0,22.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
1,10659810,10660524,385.0,12.0,18.0,43.0,22.0,12.0,31.0,64.0,42.0,35.0,41.0,106.0,78.0,36.0,59.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1,10665130,10665560,386.0,3.0,8.0,15.0,18.0,2.0,16.0,30.0,40.0,9.0,20.0,51.0,51.0,30.0,44.0,36.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1,10697834,10698195,387.0,16.0,8.0,39.0,15.0,2.0,6.0,28.0,7.0,32.0,23.0,65.0,38.0,28.0,6.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
1,10704392,10704868,388.0,20.0,9.0,30.0,25.0,5.0,13.0,24.0,21.0,26.0,17.0,65.0,53.0,33.0,24.0,43.0,67.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,10793837,10796907,389.0,108.0,62.0,162.0,148.0,49.0,108.0,174.0,171.0,146.0,121.0,323.0,344.0,177.0,211.0,276.0,489.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
1,10835838,10836060,390.0,3.0,5.0,18.0,6.0,0.0,1.0,14.0,12.0,9.0,9.0,37.0,33.0,20.0,12.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1,10866898,10867422,391.0,9.0,13.0,21.0,24.0,5.0,3.0,21.0,26.0,29.0,6.0,49.0,75.0,24.0,33.0,69.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10888467,10889109,392.0,6.0,6.0,50.0,23.0,3.0,3.0,19.0,20.0,43.0,12.0,136.0,91.0,33.0,24.0,78.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11012340,11013188,393.0,13.0,8.0,57.0,30.0,16.0,45.0,48.0,49.0,48.0,42.0,123.0,102.0,31.0,63.0,88.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,11058973,11060577,394.0,30.0,21.0,101.0,66.0,19.0,44.0,92.0,82.0,84.0,80.0,283.0,191.0,85.0,92.0,163.0,170.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0
1,11099330,11100079,395.0,16.0,16.0,54.0,28.0,13.0,34.0,45.0,37.0,50.0,36.0,110.0,89.0,35.0,43.0,77.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
1,11262201,11262979,396.0,34.0,19.0,60.0,36.0,18.0,22.0,38.0,50.0,50.0,42.0,105.0,65.0,47.0,45.0,60.0,86.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
1,11273202,11273490,397.0,9.0,1.0,15.0,12.0,5.0,7.0,18.0,13.0,12.0,13.0,46.0,36.0,11.0,22.0,29.0,38.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11478612,11480554,398.0,52.0,35.0,134.0,97.0,20.0,42.0,91.0,112.0,122.0,62.0,266.0,236.0,124.0,126.0,196.0,226.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0
1,11501309,11502099,399.0,22.0,26.0,53.0,45.0,11.0,26.0,36.0,53.0,52.0,17.0,62.0,99.0,61.0,57.0,80.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1,11529781,11529987,400.0,6.0,7.0,8.0,13.0,4.0,8.0,14.0,12.0,7.0,13.0,27.0,21.0,17.0,10.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
1,11536325,11536565,401.0,4.0,9.0,9.0,15.0,2.0,8.0,16.0,21.0,5.0,14.0,16.0,28.0,26.0,16.0,23.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
1,11650402,11650731,402.0,4.0,1.0,29.0,15.0,3.0,10.0,11.0,20.0,7.0,10.0,33.0,57.0,35.0,23.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,11654160,11655249,403.0,14.0,10.0,72.0,26.0,10.0,32.0,55.0,58.0,55.0,47.0,198.0,152.0,43.0,66.0,128.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,11664056,11664828,404.0,14.0,6.0,56.0,28.0,7.0,17.0,36.0,29.0,51.0,33.0,153.0,99.0,32.0,33.0,92.0,85.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1,11680342,11681660,405.0,57.0,28.0,80.0,64.0,19.0,35.0,54.0,81.0,73.0,47.0,165.0,141.0,80.0,79.0,128.0,186.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0
1,11690644,11692594,406.0,22.0,20.0,90.0,65.0,21.0,70.0,118.0,150.0,71.0,92.0,192.0,240.0,83.0,177.0,196.0,342.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0
1,11719509,11719959,407.0,17.0,11.0,35.0,26.0,5.0,13.0,28.0,19.0,33.0,15.0,57.0,48.0,34.0,26.0,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,11735918,11736206,408.0,9.0,0.0,19.0,10.0,3.0,11.0,19.0,13.0,14.0,16.0,39.0,39.0,12.0,19.0,32.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,11762082,11762306,409.0,7.0,3.0,12.0,15.0,3.0,3.0,11.0,12.0,15.0,9.0,27.0,23.0,12.0,14.0,25.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,11805405,11806509,410.0,29.0,13.0,94.0,39.0,11.0,20.0,66.0,60.0,65.0,67.0,172.0,120.0,70.0,57.0,93.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0
1,11838336,11838675,411.0,8.0,11.0,17.0,22.0,4.0,9.0,28.0,23.0,22.0,19.0,20.0,31.0,24.0,25.0,28.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
1,11859058,11859498,412.0,14.0,5.0,24.0,22.0,4.0,13.0,28.0,24.0,26.0,20.0,48.0,48.0,21.0,31.0,43.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1,11934692,11934912,413.0,5.0,4.0,13.0,4.0,2.0,2.0,16.0,8.0,14.0,8.0,36.0,34.0,5.0,14.0,28.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1,11980056,11980736,414.0,13.0,8.0,44.0,25.0,7.0,17.0,38.0,39.0,45.0,31.0,100.0,78.0,25.0,45.0,73.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,12019194,12019846,415.0,26.0,12.0,32.0,25.0,9.0,21.0,40.0,42.0,32.0,24.0,73.0,81.0,28.0,55.0,66.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1,12063431,12064091,416.0,9.0,12.0,40.0,28.0,12.0,16.0,53.0,29.0,37.0,41.0,101.0,77.0,31.0,41.0,63.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,1.0
1,12166819,12167655,417.0,9.0,7.0,44.0,34.0,4.0,20.0,49.0,43.0,41.0,30.0,127.0,116.0,40.0,59.0,95.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1,12191277,12191928,418.0,12.0,4.0,62.0,29.0,6.0,7.0,63.0,17.0,64.0,36.0,110.0,80.0,25.0,46.0,56.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,12229897,12230528,419.0,11.0,6.0,31.0,23.0,5.0,5.0,30.0,31.0,31.0,21.0,113.0,85.0,24.0,39.0,77.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,12230898,12231142,420.0,1.0,2.0,15.0,3.0,1.0,10.0,15.0,18.0,8.0,16.0,39.0,28.0,11.0,16.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
1,12540321,12540530,421.0,10.0,5.0,17.0,9.0,2.0,5.0,14.0,9.0,12.0,12.0,19.0,24.0,17.0,8.0,18.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
1,12595876,12596235,422.0,10.0,5.0,17.0,23.0,4.0,3.0,24.0,17.0,16.0,13.0,34.0,47.0,25.0,27.0,36.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,12616978,12618636,423.0,158.0,41.0,105.0,63.0,33.0,87.0,80.0,110.0,94.0,68.0,155.0,155.0,82.0,114.0,133.0,179.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0
1,13513010,13514118,424.0,34.0,11.0,99.0,38.0,13.0,24.0,55.0,45.0,67.0,53.0,162.0,161.0,68.0,49.0,128.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
1,13554915,13555117,425.0,3.0,4.0,12.0,8.0,5.0,3.0,10.0,14.0,8.0,11.0,19.0,25.0,11.0,14.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
1,13583642,13584373,426.0,28.0,11.0,56.0,22.0,9.0,26.0,49.0,45.0,46.0,34.0,86.0,83.0,34.0,58.0,59.0,84.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,1.0,2.0,3.0
1,13699986,13700705,427.0,9.0,8.0,27.0,22.0,2.0,11.0,38.0,32.0,36.0,35.0,146.0,106.0,19.0,29.0,113.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
1,13892855,13893242,428.0,1.0,1.0,26.0,10.0,1.0,2.0,23.0,15.0,18.0,10.0,61.0,71.0,18.0,28.0,51.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,14598114,14599497,429.0,36.0,21.0,86.0,56.0,12.0,34.0,60.0,89.0,72.0,45.0,185.0,168.0,79.0,95.0,140.0,204.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1,14801087,14801373,430.0,12.0,6.0,26.0,7.0,3.0,10.0,19.0,29.0,17.0,23.0,33.0,25.0,19.0,22.0,21.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,14923877,14925049,431.0,13.0,15.0,69.0,31.0,3.0,17.0,54.0,47.0,73.0,42.0,211.0,186.0,39.0,47.0,179.0,145.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0
1,15048567,15048917,432.0,0.0,9.0,1.0,0.0,0.0,21.0,45.0,54.0,7.0,65.0,61.0,4.0,3.0,25.0,31.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1,15065685,15066023,433.0,12.0,10.0,14.0,17.0,9.0,6.0,40.0,16.0,17.0,32.0,25.0,37.0,15.0,23.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,15152723,15154975,434.0,74.0,39.0,143.0,93.0,33.0,70.0,121.0,135.0,120.0,102.0,304.0,251.0,122.0,148.0,210.0,286.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,3.0
1,15214685,15214951,435.0,12.0,9.0,19.0,11.0,2.0,10.0,13.0,25.0,15.0,5.0,18.0,31.0,22.0,26.0,20.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1,15247124,15247457,436.0,4.0,3.0,19.0,12.0,4.0,5.0,17.0,13.0,17.0,13.0,58.0,50.0,13.0,18.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,15409554,15410732,437.0,22.0,17.0,81.0,59.0,11.0,23.0,36.0,54.0,69.0,30.0,150.0,156.0,77.0,54.0,139.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1,15526613,15527168,438.0,15.0,6.0,36.0,26.0,11.0,30.0,23.0,40.0,30.0,25.0,69.0,56.0,27.0,43.0,53.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0
1,15584593,15585113,439.0,14.0,9.0,35.0,22.0,4.0,7.0,19.0,25.0,26.0,17.0,69.0,72.0,36.0,22.0,62.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1,15603328,15603794,440.0,23.0,13.0,44.0,19.0,6.0,15.0,26.0,17.0,30.0,17.0,42.0,66.0,40.0,19.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0
1,15617326,15617861,441.0,5.0,2.0,43.0,17.0,5.0,12.0,28.0,20.0,34.0,22.0,67.0,87.0,23.0,29.0,73.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,15684083,15685007,442.0,17.0,9.0,52.0,18.0,4.0,12.0,39.0,53.0,48.0,38.0,164.0,124.0,27.0,49.0,120.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,15727121,15727480,443.0,6.0,7.0,33.0,19.0,5.0,15.0,20.0,15.0,30.0,7.0,37.0,40.0,24.0,26.0,25.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,15731802,15732010,444.0,3.0,3.0,12.0,10.0,1.0,5.0,13.0,14.0,11.0,7.0,20.0,23.0,13.0,18.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
1,15746823,15747026,445.0,0.0,3.0,11.0,9.0,1.0,2.0,25.0,12.0,9.0,16.0,27.0,25.0,13.0,19.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0
1,15758576,15759367,446.0,16.0,6.0,51.0,15.0,6.0,14.0,24.0,49.0,37.0,35.0,172.0,101.0,29.0,38.0,99.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,15834765,15836385,447.0,80.0,24.0,91.0,63.0,22.0,99.0,94.0,106.0,83.0,83.0,149.0,180.0,73.0,115.0,162.0,195.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,5.0
1,15837257,15837628,448.0,18.0,7.0,21.0,14.0,9.0,14.0,22.0,18.0,20.0,15.0,42.0,48.0,13.0,27.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1,15847394,15848901,449.0,35.0,13.0,97.0,47.0,12.0,33.0,75.0,83.0,91.0,73.0,192.0,217.0,54.0,84.0,210.0,190.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,15849334,15849622,450.0,15.0,10.0,15.0,7.0,7.0,17.0,26.0,16.0,17.0,19.0,36.0,31.0,8.0,20.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
1,15934375,15934660,451.0,16.0,10.0,21.0,18.0,3.0,3.0,27.0,11.0,14.0,23.0,28.0,32.0,32.0,8.0,22.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1,15943405,15943764,452.0,7.0,7.0,17.0,20.0,3.0,7.0,37.0,19.0,17.0,23.0,44.0,41.0,24.0,29.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1,15944096,15945087,453.0,18.0,11.0,71.0,25.0,10.0,30.0,86.0,62.0,51.0,65.0,132.0,122.0,46.0,82.0,82.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
1,15975407,15976177,454.0,15.0,22.0,42.0,42.0,10.0,13.0,28.0,53.0,39.0,25.0,68.0,90.0,57.0,44.0,85.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1,16137881,16138126,455.0,3.0,4.0,17.0,14.0,4.0,5.0,19.0,17.0,11.0,19.0,27.0,25.0,20.0,17.0,20.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0
1,16148616,16148829,456.0,7.0,6.0,16.0,10.0,3.0,7.0,15.0,16.0,14.0,15.0,20.0,21.0,15.0,13.0,20.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,16154989,16155965,457.0,37.0,14.0,55.0,45.0,10.0,27.0,52.0,62.0,50.0,34.0,115.0,111.0,54.0,76.0,89.0,144.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
1,16167566,16168010,458.0,13.0,3.0,32.0,11.0,5.0,6.0,21.0,21.0,27.0,24.0,94.0,49.0,14.0,20.0,48.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
